[2024-10-04T23:26:20.134+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-04T23:26:20.150+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-04T23:26:16.456881+00:00 [queued]>
[2024-10-04T23:26:20.158+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-04T23:26:16.456881+00:00 [queued]>
[2024-10-04T23:26:20.159+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-04T23:26:20.174+0000] {taskinstance.py:2888} INFO - Executing <Task(OperatorSiteB): kabum_tasks.Web_Extraction_kabum> on 2024-10-04 23:26:16.456881+00:00
[2024-10-04T23:26:20.179+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4954) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-10-04T23:26:56.869+0000] {logging_mixin.py:190} INFO - R$ 1.854,88
[2024-10-04T23:26:56.870+0000] {logging_mixin.py:190} INFO - R$ 1.689,09
[2024-10-04T23:26:56.870+0000] {logging_mixin.py:190} INFO - R$ 2.900,00
[2024-10-04T23:26:56.871+0000] {logging_mixin.py:190} INFO - R$ 196,94
[2024-10-04T23:26:56.872+0000] {logging_mixin.py:190} INFO - R$ 1.849,83
[2024-10-04T23:26:56.872+0000] {logging_mixin.py:190} INFO - R$ 586,50
[2024-10-04T23:26:56.873+0000] {logging_mixin.py:190} INFO - R$ 2.339,91
[2024-10-04T23:26:56.873+0000] {logging_mixin.py:190} INFO - R$ 932,39
[2024-10-04T23:26:56.874+0000] {logging_mixin.py:190} INFO - R$ 389,90
[2024-10-04T23:26:56.876+0000] {logging_mixin.py:190} INFO - R$ 217,18
[2024-10-04T23:26:56.876+0000] {logging_mixin.py:190} INFO - R$ 379,00
[2024-10-04T23:26:56.877+0000] {logging_mixin.py:190} INFO - R$ 1.158,93
[2024-10-04T23:26:56.878+0000] {logging_mixin.py:190} INFO - R$ 1.470,21
[2024-10-04T23:26:56.879+0000] {logging_mixin.py:190} INFO - R$ 298,00
[2024-10-04T23:26:56.880+0000] {logging_mixin.py:190} INFO - R$ 1.479,47
[2024-10-04T23:26:56.881+0000] {logging_mixin.py:190} INFO - R$ 694,92
[2024-10-04T23:26:56.882+0000] {logging_mixin.py:190} INFO - R$ 3.511,88
[2024-10-04T23:26:56.883+0000] {logging_mixin.py:190} INFO - R$ 209,99
[2024-10-04T23:26:56.885+0000] {logging_mixin.py:190} INFO - R$ 488,92
[2024-10-04T23:26:56.886+0000] {logging_mixin.py:190} INFO - R$ 899,90
[2024-10-04T23:26:56.888+0000] {logging_mixin.py:190} INFO - R$ 369,99
[2024-10-04T23:26:56.889+0000] {logging_mixin.py:190} INFO - R$ 769,00
[2024-10-04T23:26:56.891+0000] {logging_mixin.py:190} INFO - R$ 1.353,24
[2024-10-04T23:26:56.892+0000] {logging_mixin.py:190} INFO - R$ 1.528,45
[2024-10-04T23:27:06.182+0000] {logging_mixin.py:190} INFO - R$ 1.048,22
[2024-10-04T23:27:06.183+0000] {logging_mixin.py:190} INFO - R$ 466,46
[2024-10-04T23:27:06.184+0000] {logging_mixin.py:190} INFO - R$ 676,19
[2024-10-04T23:27:06.184+0000] {logging_mixin.py:190} INFO - R$ 475,00
[2024-10-04T23:27:06.185+0000] {logging_mixin.py:190} INFO - R$ 1.832,27
[2024-10-04T23:27:06.185+0000] {logging_mixin.py:190} INFO - R$ 1.921,29
[2024-10-04T23:27:06.186+0000] {logging_mixin.py:190} INFO - R$ 838,00
[2024-10-04T23:27:06.187+0000] {logging_mixin.py:190} INFO - R$ 410,38
[2024-10-04T23:27:06.188+0000] {logging_mixin.py:190} INFO - R$ 558,00
[2024-10-04T23:27:06.188+0000] {logging_mixin.py:190} INFO - R$ 1.190,21
[2024-10-04T23:27:06.189+0000] {logging_mixin.py:190} INFO - R$ 891,79
[2024-10-04T23:27:06.190+0000] {logging_mixin.py:190} INFO - R$ 899,95
[2024-10-04T23:27:06.190+0000] {logging_mixin.py:190} INFO - R$ 2.565,29
[2024-10-04T23:27:06.191+0000] {logging_mixin.py:190} INFO - R$ 6.153,15
[2024-10-04T23:27:06.192+0000] {logging_mixin.py:190} INFO - R$ 2.018,11
[2024-10-04T23:27:06.192+0000] {logging_mixin.py:190} INFO - R$ 455,00
[2024-10-04T23:27:06.193+0000] {logging_mixin.py:190} INFO - R$ 468,97
[2024-10-04T23:27:06.194+0000] {logging_mixin.py:190} INFO - R$ 1.322,99
[2024-10-04T23:27:06.194+0000] {logging_mixin.py:190} INFO - R$ 250,00
[2024-10-04T23:27:06.195+0000] {logging_mixin.py:190} INFO - R$ 499,00
[2024-10-04T23:27:06.196+0000] {logging_mixin.py:190} INFO - R$ 1.055,76
[2024-10-04T23:27:06.196+0000] {logging_mixin.py:190} INFO - R$ 440,32
[2024-10-04T23:27:06.197+0000] {logging_mixin.py:190} INFO - R$ 1.349,90
[2024-10-04T23:27:06.197+0000] {logging_mixin.py:190} INFO - R$ 2.749,41
[2024-10-04T23:27:06.198+0000] {logging_mixin.py:190} INFO - R$ 7.028,29
[2024-10-04T23:27:06.198+0000] {logging_mixin.py:190} INFO - R$ 669,81
[2024-10-04T23:27:06.199+0000] {logging_mixin.py:190} INFO - R$ 782,51
[2024-10-04T23:27:06.200+0000] {logging_mixin.py:190} INFO - R$ 2.096,11
[2024-10-04T23:27:06.200+0000] {logging_mixin.py:190} INFO - R$ 1.232,09
[2024-10-04T23:27:06.201+0000] {logging_mixin.py:190} INFO - R$ 2.149,07
[2024-10-04T23:27:06.201+0000] {logging_mixin.py:190} INFO - R$ 2.544,00
[2024-10-04T23:27:06.202+0000] {logging_mixin.py:190} INFO - R$ 1.578,17
[2024-10-04T23:27:06.202+0000] {logging_mixin.py:190} INFO - R$ 306,84
[2024-10-04T23:27:06.203+0000] {logging_mixin.py:190} INFO - R$ 1.303,80
[2024-10-04T23:27:06.204+0000] {logging_mixin.py:190} INFO - R$ 1.442,81
[2024-10-04T23:27:06.204+0000] {logging_mixin.py:190} INFO - R$ 1.048,70
[2024-10-04T23:27:06.205+0000] {logging_mixin.py:190} INFO - R$ 234,44
[2024-10-04T23:27:06.205+0000] {logging_mixin.py:190} INFO - R$ 657,99
[2024-10-04T23:27:06.206+0000] {logging_mixin.py:190} INFO - R$ 2.835,89
[2024-10-04T23:27:06.207+0000] {logging_mixin.py:190} INFO - R$ 808,90
[2024-10-04T23:27:06.207+0000] {logging_mixin.py:190} INFO - R$ 135,00
[2024-10-04T23:27:06.208+0000] {logging_mixin.py:190} INFO - R$ 2.244,63
[2024-10-04T23:27:06.208+0000] {logging_mixin.py:190} INFO - R$ 2.899,99
[2024-10-04T23:27:06.209+0000] {logging_mixin.py:190} INFO - R$ 754,00
[2024-10-04T23:27:06.209+0000] {logging_mixin.py:190} INFO - R$ 1.547,06
[2024-10-04T23:27:06.210+0000] {logging_mixin.py:190} INFO - R$ 619,38
[2024-10-04T23:27:06.210+0000] {logging_mixin.py:190} INFO - R$ 2.219,25
[2024-10-04T23:27:06.211+0000] {logging_mixin.py:190} INFO - R$ 265,20
[2024-10-04T23:27:06.212+0000] {logging_mixin.py:190} INFO - R$ 2.194,81
[2024-10-04T23:27:06.212+0000] {logging_mixin.py:190} INFO - R$ 3.568,67
[2024-10-04T23:27:06.213+0000] {logging_mixin.py:190} INFO - R$ 325,04
[2024-10-04T23:27:06.214+0000] {logging_mixin.py:190} INFO - R$ 647,10
[2024-10-04T23:27:06.215+0000] {logging_mixin.py:190} INFO - R$ 2.244,80
[2024-10-04T23:27:06.215+0000] {logging_mixin.py:190} INFO - R$ 699,00
[2024-10-04T23:27:06.216+0000] {logging_mixin.py:190} INFO - R$ 3.822,89
[2024-10-04T23:27:06.216+0000] {logging_mixin.py:190} INFO - R$ 410,38
[2024-10-04T23:27:06.217+0000] {logging_mixin.py:190} INFO - R$ 2.075,54
[2024-10-04T23:27:06.218+0000] {logging_mixin.py:190} INFO - R$ 499,80
[2024-10-04T23:27:06.218+0000] {logging_mixin.py:190} INFO - R$ 530,07
[2024-10-04T23:27:06.219+0000] {logging_mixin.py:190} INFO - R$ 888,21
[2024-10-04T23:27:06.220+0000] {logging_mixin.py:190} INFO - R$ 2.478,69
[2024-10-04T23:27:06.220+0000] {logging_mixin.py:190} INFO - R$ 875,99
[2024-10-04T23:27:06.221+0000] {logging_mixin.py:190} INFO - R$ 489,16
[2024-10-04T23:27:06.221+0000] {logging_mixin.py:190} INFO - R$ 279,00
[2024-10-04T23:27:06.222+0000] {logging_mixin.py:190} INFO - R$ 840,80
[2024-10-04T23:27:06.222+0000] {logging_mixin.py:190} INFO - R$ 719,99
[2024-10-04T23:27:06.223+0000] {logging_mixin.py:190} INFO - R$ 2.148,67
[2024-10-04T23:27:06.223+0000] {logging_mixin.py:190} INFO - R$ 2.664,61
[2024-10-04T23:27:06.224+0000] {logging_mixin.py:190} INFO - R$ 990,04
[2024-10-04T23:27:06.224+0000] {logging_mixin.py:190} INFO - R$ 549,90
[2024-10-04T23:27:06.225+0000] {logging_mixin.py:190} INFO - R$ 498,00
[2024-10-04T23:27:06.225+0000] {logging_mixin.py:190} INFO - R$ 639,99
[2024-10-04T23:27:06.226+0000] {logging_mixin.py:190} INFO - R$ 3.086,99
[2024-10-04T23:27:06.227+0000] {logging_mixin.py:190} INFO - R$ 3.187,88
[2024-10-04T23:27:06.227+0000] {logging_mixin.py:190} INFO - R$ 204,14
[2024-10-04T23:27:06.228+0000] {logging_mixin.py:190} INFO - R$ 2.035,01
[2024-10-04T23:27:06.228+0000] {logging_mixin.py:190} INFO - R$ 989,00
[2024-10-04T23:27:06.229+0000] {logging_mixin.py:190} INFO - R$ 5.688,72
[2024-10-04T23:27:06.230+0000] {logging_mixin.py:190} INFO - R$ 3.667,80
[2024-10-04T23:27:06.230+0000] {logging_mixin.py:190} INFO - R$ 284,24
[2024-10-04T23:27:06.231+0000] {logging_mixin.py:190} INFO - R$ 1.940,07
[2024-10-04T23:27:06.231+0000] {logging_mixin.py:190} INFO - R$ 939,95
[2024-10-04T23:27:06.232+0000] {logging_mixin.py:190} INFO - R$ 2.849,00
[2024-10-04T23:27:06.232+0000] {logging_mixin.py:190} INFO - R$ 722,58
[2024-10-04T23:27:06.233+0000] {logging_mixin.py:190} INFO - R$ 5.990,00
[2024-10-04T23:27:06.233+0000] {logging_mixin.py:190} INFO - R$ 745,00
[2024-10-04T23:27:06.234+0000] {logging_mixin.py:190} INFO - R$ 234,91
[2024-10-04T23:27:06.235+0000] {logging_mixin.py:190} INFO - R$ 1.103,38
[2024-10-04T23:27:06.235+0000] {logging_mixin.py:190} INFO - R$ 522,55
[2024-10-04T23:27:06.236+0000] {logging_mixin.py:190} INFO - R$ 594,56
[2024-10-04T23:27:06.237+0000] {logging_mixin.py:190} INFO - R$ 675,17
[2024-10-04T23:27:06.237+0000] {logging_mixin.py:190} INFO - R$ 3.399,00
[2024-10-04T23:27:06.238+0000] {logging_mixin.py:190} INFO - R$ 1.726,69
[2024-10-04T23:27:06.238+0000] {logging_mixin.py:190} INFO - R$ 779,99
[2024-10-04T23:27:06.239+0000] {logging_mixin.py:190} INFO - R$ 4.508,91
[2024-10-04T23:27:06.239+0000] {logging_mixin.py:190} INFO - R$ 1.935,81
[2024-10-04T23:27:06.240+0000] {logging_mixin.py:190} INFO - R$ 690,00
[2024-10-04T23:27:06.241+0000] {logging_mixin.py:190} INFO - R$ 845,12
[2024-10-04T23:27:06.241+0000] {logging_mixin.py:190} INFO - R$ 929,90
[2024-10-04T23:27:06.242+0000] {logging_mixin.py:190} INFO - R$ 459,90
[2024-10-04T23:27:16.469+0000] {logging_mixin.py:190} INFO - R$ 285,81
[2024-10-04T23:27:16.471+0000] {logging_mixin.py:190} INFO - R$ 1.139,90
[2024-10-04T23:27:16.472+0000] {logging_mixin.py:190} INFO - R$ 2.897,93
[2024-10-04T23:27:16.473+0000] {logging_mixin.py:190} INFO - R$ 232,75
[2024-10-04T23:27:16.474+0000] {logging_mixin.py:190} INFO - R$ 2.159,90
[2024-10-04T23:27:16.475+0000] {logging_mixin.py:190} INFO - R$ 1.795,80
[2024-10-04T23:27:16.475+0000] {logging_mixin.py:190} INFO - R$ 800,67
[2024-10-04T23:27:16.476+0000] {logging_mixin.py:190} INFO - R$ 11.089,19
[2024-10-04T23:27:16.477+0000] {logging_mixin.py:190} INFO - R$ 2.293,51
[2024-10-04T23:27:16.478+0000] {logging_mixin.py:190} INFO - R$ 499,20
[2024-10-04T23:27:16.478+0000] {logging_mixin.py:190} INFO - R$ 744,79
[2024-10-04T23:27:16.479+0000] {logging_mixin.py:190} INFO - R$ 3.700,21
[2024-10-04T23:27:16.480+0000] {logging_mixin.py:190} INFO - R$ 1.233,19
[2024-10-04T23:27:16.481+0000] {logging_mixin.py:190} INFO - R$ 4.326,21
[2024-10-04T23:27:16.481+0000] {logging_mixin.py:190} INFO - R$ 2.343,33
[2024-10-04T23:27:16.482+0000] {logging_mixin.py:190} INFO - R$ 649,00
[2024-10-04T23:27:16.483+0000] {logging_mixin.py:190} INFO - R$ 1.787,79
[2024-10-04T23:27:16.484+0000] {logging_mixin.py:190} INFO - R$ 1.910,99
[2024-10-04T23:27:16.485+0000] {logging_mixin.py:190} INFO - R$ 498,75
[2024-10-04T23:27:16.486+0000] {logging_mixin.py:190} INFO - R$ 631,10
[2024-10-04T23:27:16.487+0000] {logging_mixin.py:190} INFO - R$ 1.356,33
[2024-10-04T23:27:16.488+0000] {logging_mixin.py:190} INFO - R$ 1.406,15
[2024-10-04T23:27:16.489+0000] {logging_mixin.py:190} INFO - R$ 2.755,06
[2024-10-04T23:27:16.489+0000] {logging_mixin.py:190} INFO - R$ 198,55
[2024-10-04T23:27:16.490+0000] {logging_mixin.py:190} INFO - R$ 666,39
[2024-10-04T23:27:16.491+0000] {logging_mixin.py:190} INFO - R$ 1.832,91
[2024-10-04T23:27:16.491+0000] {logging_mixin.py:190} INFO - R$ 1.137,75
[2024-10-04T23:27:16.492+0000] {logging_mixin.py:190} INFO - R$ 3.929,90
[2024-10-04T23:27:16.492+0000] {logging_mixin.py:190} INFO - R$ 609,95
[2024-10-04T23:27:16.493+0000] {logging_mixin.py:190} INFO - R$ 537,34
[2024-10-04T23:27:16.493+0000] {logging_mixin.py:190} INFO - R$ 783,99
[2024-10-04T23:27:16.494+0000] {logging_mixin.py:190} INFO - R$ 295,00
[2024-10-04T23:27:16.494+0000] {logging_mixin.py:190} INFO - R$ 266,00
[2024-10-04T23:27:16.495+0000] {logging_mixin.py:190} INFO - R$ 8.597,48
[2024-10-04T23:27:16.495+0000] {logging_mixin.py:190} INFO - R$ 992,10
[2024-10-04T23:27:16.496+0000] {logging_mixin.py:190} INFO - R$ 1.869,15
[2024-10-04T23:27:16.497+0000] {logging_mixin.py:190} INFO - R$ 721,50
[2024-10-04T23:27:16.497+0000] {logging_mixin.py:190} INFO - R$ 1.055,53
[2024-10-04T23:27:16.498+0000] {logging_mixin.py:190} INFO - R$ 2.256,85
[2024-10-04T23:27:16.498+0000] {logging_mixin.py:190} INFO - R$ 1.250,00
[2024-10-04T23:27:16.499+0000] {logging_mixin.py:190} INFO - R$ 435,00
[2024-10-04T23:27:16.499+0000] {logging_mixin.py:190} INFO - R$ 4.759,13
[2024-10-04T23:27:16.500+0000] {logging_mixin.py:190} INFO - R$ 274,99
[2024-10-04T23:27:16.501+0000] {logging_mixin.py:190} INFO - R$ 499,99
[2024-10-04T23:27:16.501+0000] {logging_mixin.py:190} INFO - R$ 239,90
[2024-10-04T23:27:16.502+0000] {logging_mixin.py:190} INFO - R$ 239,92
[2024-10-04T23:27:16.502+0000] {logging_mixin.py:190} INFO - R$ 600,00
[2024-10-04T23:27:16.503+0000] {logging_mixin.py:190} INFO - R$ 748,90
[2024-10-04T23:27:16.503+0000] {logging_mixin.py:190} INFO - R$ 1.832,70
[2024-10-04T23:27:16.504+0000] {logging_mixin.py:190} INFO - R$ 2.626,27
[2024-10-04T23:27:16.505+0000] {logging_mixin.py:190} INFO - R$ 169,90
[2024-10-04T23:27:16.505+0000] {logging_mixin.py:190} INFO - R$ 1.684,29
[2024-10-04T23:27:16.506+0000] {logging_mixin.py:190} INFO - R$ 1.842,20
[2024-10-04T23:27:16.507+0000] {logging_mixin.py:190} INFO - R$ 2.476,88
[2024-10-04T23:27:16.507+0000] {logging_mixin.py:190} INFO - R$ 2.391,19
[2024-10-04T23:27:16.508+0000] {logging_mixin.py:190} INFO - R$ 394,80
[2024-10-04T23:27:16.508+0000] {logging_mixin.py:190} INFO - R$ 1.701,31
[2024-10-04T23:27:16.509+0000] {logging_mixin.py:190} INFO - R$ 170,11
[2024-10-04T23:27:16.509+0000] {logging_mixin.py:190} INFO - R$ 1.313,10
[2024-10-04T23:27:16.510+0000] {logging_mixin.py:190} INFO - R$ 2.897,93
[2024-10-04T23:27:16.510+0000] {logging_mixin.py:190} INFO - R$ 981,52
[2024-10-04T23:27:16.511+0000] {logging_mixin.py:190} INFO - R$ 1.429,90
[2024-10-04T23:27:16.512+0000] {logging_mixin.py:190} INFO - R$ 379,99
[2024-10-04T23:27:16.512+0000] {logging_mixin.py:190} INFO - R$ 676,75
[2024-10-04T23:27:16.513+0000] {logging_mixin.py:190} INFO - R$ 2.162,99
[2024-10-04T23:27:16.513+0000] {logging_mixin.py:190} INFO - R$ 2.149,99
[2024-10-04T23:27:16.514+0000] {logging_mixin.py:190} INFO - R$ 9.370,77
[2024-10-04T23:27:16.514+0000] {logging_mixin.py:190} INFO - R$ 1.410,52
[2024-10-04T23:27:16.515+0000] {logging_mixin.py:190} INFO - R$ 1.674,99
[2024-10-04T23:27:16.515+0000] {logging_mixin.py:190} INFO - R$ 2.294,99
[2024-10-04T23:27:16.516+0000] {logging_mixin.py:190} INFO - R$ 588,00
[2024-10-04T23:27:16.516+0000] {logging_mixin.py:190} INFO - R$ 292,54
[2024-10-04T23:27:16.517+0000] {logging_mixin.py:190} INFO - R$ 2.759,00
[2024-10-04T23:27:16.517+0000] {logging_mixin.py:190} INFO - R$ 809,99
[2024-10-04T23:27:16.518+0000] {logging_mixin.py:190} INFO - R$ 1.209,99
[2024-10-04T23:27:16.519+0000] {logging_mixin.py:190} INFO - R$ 6.979,99
[2024-10-04T23:27:16.519+0000] {logging_mixin.py:190} INFO - R$ 539,51
[2024-10-04T23:27:16.520+0000] {logging_mixin.py:190} INFO - R$ 1.724,70
[2024-10-04T23:27:16.520+0000] {logging_mixin.py:190} INFO - R$ 2.024,99
[2024-10-04T23:27:16.521+0000] {logging_mixin.py:190} INFO - R$ 6.809,99
[2024-10-04T23:27:16.522+0000] {logging_mixin.py:190} INFO - R$ 1.329,99
[2024-10-04T23:27:16.523+0000] {logging_mixin.py:190} INFO - R$ 549,10
[2024-10-04T23:27:16.524+0000] {logging_mixin.py:190} INFO - R$ 2.999,00
[2024-10-04T23:27:16.524+0000] {logging_mixin.py:190} INFO - R$ 249,90
[2024-10-04T23:27:16.525+0000] {logging_mixin.py:190} INFO - R$ 292,54
[2024-10-04T23:27:16.525+0000] {logging_mixin.py:190} INFO - R$ 3.294,99
[2024-10-04T23:27:16.526+0000] {logging_mixin.py:190} INFO - R$ 3.083,11
[2024-10-04T23:27:16.527+0000] {logging_mixin.py:190} INFO - R$ 1.546,34
[2024-10-04T23:27:16.527+0000] {logging_mixin.py:190} INFO - R$ 3.990,00
[2024-10-04T23:27:16.528+0000] {logging_mixin.py:190} INFO - R$ 1.729,67
[2024-10-04T23:27:16.528+0000] {logging_mixin.py:190} INFO - R$ 790,00
[2024-10-04T23:27:16.529+0000] {logging_mixin.py:190} INFO - R$ 1.217,70
[2024-10-04T23:27:16.530+0000] {logging_mixin.py:190} INFO - R$ 1.154,03
[2024-10-04T23:27:16.530+0000] {logging_mixin.py:190} INFO - R$ 1.613,82
[2024-10-04T23:27:16.531+0000] {logging_mixin.py:190} INFO - R$ 2.159,00
[2024-10-04T23:27:16.532+0000] {logging_mixin.py:190} INFO - R$ 234,90
[2024-10-04T23:27:16.532+0000] {logging_mixin.py:190} INFO - R$ 690,00
[2024-10-04T23:27:16.533+0000] {logging_mixin.py:190} INFO - R$ 908,44
[2024-10-04T23:27:16.533+0000] {logging_mixin.py:190} INFO - R$ 799,99
[2024-10-04T23:27:16.534+0000] {logging_mixin.py:190} INFO - R$ 4.799,00
[2024-10-04T23:27:27.010+0000] {logging_mixin.py:190} INFO - R$ 729,90
[2024-10-04T23:27:27.011+0000] {logging_mixin.py:190} INFO - R$ 4.599,90
[2024-10-04T23:27:27.011+0000] {logging_mixin.py:190} INFO - R$ 989,90
[2024-10-04T23:27:27.012+0000] {logging_mixin.py:190} INFO - R$ 2.949,90
[2024-10-04T23:27:27.013+0000] {logging_mixin.py:190} INFO - R$ 1.590,90
[2024-10-04T23:27:27.013+0000] {logging_mixin.py:190} INFO - R$ 1.398,99
[2024-10-04T23:27:27.014+0000] {logging_mixin.py:190} INFO - R$ 847,99
[2024-10-04T23:27:27.015+0000] {logging_mixin.py:190} INFO - R$ 1.199,99
[2024-10-04T23:27:27.015+0000] {logging_mixin.py:190} INFO - R$ 669,99
[2024-10-04T23:27:27.016+0000] {logging_mixin.py:190} INFO - R$ 998,99
[2024-10-04T23:27:27.017+0000] {logging_mixin.py:190} INFO - R$ 719,99
[2024-10-04T23:27:27.018+0000] {logging_mixin.py:190} INFO - R$ 859,99
[2024-10-04T23:27:27.019+0000] {logging_mixin.py:190} INFO - R$ 398,99
[2024-10-04T23:27:27.020+0000] {logging_mixin.py:190} INFO - R$ 2.897,99
[2024-10-04T23:27:27.020+0000] {logging_mixin.py:190} INFO - R$ 1.159,99
[2024-10-04T23:27:27.021+0000] {logging_mixin.py:190} INFO - R$ 1.359,99
[2024-10-04T23:27:27.022+0000] {logging_mixin.py:190} INFO - R$ 569,99
[2024-10-04T23:27:27.022+0000] {logging_mixin.py:190} INFO - R$ 698,99
[2024-10-04T23:27:27.023+0000] {logging_mixin.py:190} INFO - R$ 1.099,98
[2024-10-04T23:27:27.024+0000] {logging_mixin.py:190} INFO - R$ 599,99
[2024-10-04T23:27:27.024+0000] {logging_mixin.py:190} INFO - R$ 600,69
[2024-10-04T23:27:27.025+0000] {logging_mixin.py:190} INFO - R$ 805,19
[2024-10-04T23:27:27.026+0000] {logging_mixin.py:190} INFO - R$ 1.448,99
[2024-10-04T23:27:27.026+0000] {logging_mixin.py:190} INFO - R$ 1.949,99
[2024-10-04T23:27:27.027+0000] {logging_mixin.py:190} INFO - R$ 2.899,99
[2024-10-04T23:27:27.028+0000] {logging_mixin.py:190} INFO - R$ 599,99
[2024-10-04T23:27:27.028+0000] {logging_mixin.py:190} INFO - R$ 1.798,99
[2024-10-04T23:27:27.029+0000] {logging_mixin.py:190} INFO - R$ 1.029,99
[2024-10-04T23:27:27.030+0000] {logging_mixin.py:190} INFO - R$ 899,99
[2024-10-04T23:27:27.030+0000] {logging_mixin.py:190} INFO - R$ 678,99
[2024-10-04T23:27:27.031+0000] {logging_mixin.py:190} INFO - R$ 2.599,99
[2024-10-04T23:27:27.031+0000] {logging_mixin.py:190} INFO - R$ 529,90
[2024-10-04T23:27:27.032+0000] {logging_mixin.py:190} INFO - R$ 1.507,99
[2024-10-04T23:27:27.033+0000] {logging_mixin.py:190} INFO - R$ 1.263,99
[2024-10-04T23:27:27.034+0000] {logging_mixin.py:190} INFO - R$ 1.699,99
[2024-10-04T23:27:27.035+0000] {logging_mixin.py:190} INFO - R$ 3.979,99
[2024-10-04T23:27:27.036+0000] {logging_mixin.py:190} INFO - R$ 1.248,99
[2024-10-04T23:27:27.036+0000] {logging_mixin.py:190} INFO - R$ 2.599,99
[2024-10-04T23:27:27.037+0000] {logging_mixin.py:190} INFO - R$ 823,80
[2024-10-04T23:27:27.038+0000] {logging_mixin.py:190} INFO - R$ 1.752,99
[2024-10-04T23:27:27.038+0000] {logging_mixin.py:190} INFO - R$ 449,99
[2024-10-04T23:27:27.039+0000] {logging_mixin.py:190} INFO - R$ 2.999,99
[2024-10-04T23:27:27.039+0000] {logging_mixin.py:190} INFO - R$ 1.097,99
[2024-10-04T23:27:27.040+0000] {logging_mixin.py:190} INFO - R$ 1.816,99
[2024-10-04T23:27:27.041+0000] {logging_mixin.py:190} INFO - R$ 899,99
[2024-10-04T23:27:27.041+0000] {logging_mixin.py:190} INFO - R$ 885,99
[2024-10-04T23:27:27.042+0000] {logging_mixin.py:190} INFO - R$ 2.199,99
[2024-10-04T23:27:27.042+0000] {logging_mixin.py:190} INFO - R$ 786,99
[2024-10-04T23:27:27.043+0000] {logging_mixin.py:190} INFO - R$ 783,62
[2024-10-04T23:27:27.044+0000] {logging_mixin.py:190} INFO - R$ 1.399,99
[2024-10-04T23:27:27.044+0000] {logging_mixin.py:190} INFO - R$ 898,99
[2024-10-04T23:27:27.045+0000] {logging_mixin.py:190} INFO - R$ 1.499,99
[2024-10-04T23:27:27.045+0000] {logging_mixin.py:190} INFO - R$ 3.799,98
[2024-10-04T23:27:27.046+0000] {logging_mixin.py:190} INFO - R$ 2.299,99
[2024-10-04T23:27:27.047+0000] {logging_mixin.py:190} INFO - R$ 3.799,99
[2024-10-04T23:27:27.047+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-04T23:27:27.048+0000] {logging_mixin.py:190} INFO - R$ 1.149,99
[2024-10-04T23:27:27.049+0000] {logging_mixin.py:190} INFO - R$ 2.799,99
[2024-10-04T23:27:27.050+0000] {logging_mixin.py:190} INFO - R$ 1.649,99
[2024-10-04T23:27:27.051+0000] {logging_mixin.py:190} INFO - R$ 579,90
[2024-10-04T23:27:27.052+0000] {logging_mixin.py:190} INFO - R$ 954,30
[2024-10-04T23:27:27.053+0000] {logging_mixin.py:190} INFO - R$ 659,37
[2024-10-04T23:27:27.053+0000] {logging_mixin.py:190} INFO - R$ 3.499,99
[2024-10-04T23:27:27.054+0000] {logging_mixin.py:190} INFO - R$ 449,99
[2024-10-04T23:27:27.054+0000] {logging_mixin.py:190} INFO - R$ 2.449,99
[2024-10-04T23:27:27.055+0000] {logging_mixin.py:190} INFO - R$ 1.999,99
[2024-10-04T23:27:27.056+0000] {logging_mixin.py:190} INFO - R$ 1.191,62
[2024-10-04T23:27:27.056+0000] {logging_mixin.py:190} INFO - R$ 445,01
[2024-10-04T23:27:27.057+0000] {logging_mixin.py:190} INFO - R$ 1.008,87
[2024-10-04T23:27:27.057+0000] {logging_mixin.py:190} INFO - R$ 1.099,99
[2024-10-04T23:27:27.058+0000] {logging_mixin.py:190} INFO - R$ 1.999,99
[2024-10-04T23:27:27.059+0000] {logging_mixin.py:190} INFO - R$ 1.899,99
[2024-10-04T23:27:27.059+0000] {logging_mixin.py:190} INFO - R$ 1.442,37
[2024-10-04T23:27:27.060+0000] {logging_mixin.py:190} INFO - R$ 1.459,90
[2024-10-04T23:27:27.061+0000] {logging_mixin.py:190} INFO - R$ 667,55
[2024-10-04T23:27:27.061+0000] {logging_mixin.py:190} INFO - R$ 4.899,00
[2024-10-04T23:27:27.062+0000] {logging_mixin.py:190} INFO - R$ 835,11
[2024-10-04T23:27:27.062+0000] {logging_mixin.py:190} INFO - R$ 329,90
[2024-10-04T23:27:27.063+0000] {logging_mixin.py:190} INFO - R$ 3.199,99
[2024-10-04T23:27:27.063+0000] {logging_mixin.py:190} INFO - R$ 185,03
[2024-10-04T23:27:27.064+0000] {logging_mixin.py:190} INFO - R$ 1.949,07
